Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Darwinzon Hernandez,Red Sox,0,0,6.17,0,0,0,1,1,1,0,1,1,1.84,5.97,6.78,6.34,0,0,999,sa828318
Skylar Hunter,Phillies,0,0,6.18,0,1,0,1,1,1,0,1,1,1.81,5.87,6.19,6.34,0,0,999,sa857608
Ian Dickson,Nationals,0,0,6.31,0,0,0,1,1,1,0,1,1,1.81,5.85,6.16,6.34,0,0,999,sa599738
Clate Schmidt,Tigers,0,0,6.18,0,1,0,1,1,1,0,1,1,1.82,4.91,6.02,6.34,0,0,999,sa659047
Elias Pinales,Orioles,0,0,6.08,0,1,0,1,1,1,0,1,1,1.87,5.01,6.37,6.34,0,0,999,sa597056
Mike McCarthy,Red Sox,0,0,6.35,0,0,0,1,1,1,0,1,0,1.59,4.92,3.68,6.34,0,0,999,sa598776
Michael Fagan,Athletics,0,0,6.11,0,1,0,1,1,1,0,1,1,1.89,5.95,7.12,6.34,0,0,999,sa550251
Peter Bayer,Rays,0,0,6.1,0,1,0,1,1,1,0,1,1,1.82,6.96,7.07,6.35,0,0,999,sa918152
Collin Snider,Royals,0,0,6.28,0,1,0,1,1,1,0,1,1,1.83,4.78,6,6.35,0,0,999,sa3004093
Justin Ferrell,Astros,0,0,6.3,0,0,0,1,1,1,0,1,1,1.71,6.35,5.44,6.35,0,0,999,sa829707
Andre Davis,White Sox,0,0,6.19,0,0,0,1,1,1,0,1,1,1.76,5.59,5.58,6.35,0,0,999,sa875206
Jesus Vargas,Dodgers,0,0,6.15,0,0,0,1,1,1,0,1,1,1.79,4.57,5.56,6.35,0,0,999,sa877526
Zach Morris,Phillies,0,0,5.98,0,1,0,1,1,1,0,1,1,1.86,5.98,6.95,6.35,0,0,999,sa856278
Logan Longwith,Rockies,0,0,6.66,0,0,0,1,1,1,0,1,0,1.73,4.87,4.17,6.35,0,0,999,sa875267
Gerardo Garcia,,0,0,6.2,0,1,0,1,1,1,0,1,1,1.82,6.02,6.46,6.35,0,0,999,sa205236
Logan Sawyer,Rockies,0,0,6.49,0,1,0,1,1,1,0,1,1,1.84,5.64,5.88,6.35,0,0,999,sa829628
Jesus Linares,,0,0,6.28,0,0,0,1,1,1,0,1,1,1.84,4.79,5.99,6.35,0,0,999,sa832333
Daniel Tillo,Royals,0,0,6.23,0,0,0,1,1,1,0,0,1,1.87,3.89,6.02,6.35,0,0,999,sa876284
Blake Smith,Angels,0,0,5.99,0,1,0,1,1,1,0,1,1,1.66,5.74,5.23,6.35,0,0,999,sa875411
Matthew Wynne,Royals,0,0,6.31,0,1,0,1,1,1,0,0,1,1.83,4.37,5.78,6.35,0,0,999,sa920101
Ryan Castellanos,Tigers,0,0,6.32,0,0,0,1,1,1,0,0,0,1.68,3.2,3.77,6.35,0,0,999,sa658967
Andres Sotillet,Royals,0,0,6.42,0,0,0,1,1,1,0,0,1,1.8,3.46,5,6.35,0,0,999,sa917861
Jake Drossner,Brewers,0,0,6.36,0,0,0,1,1,1,0,1,1,1.89,5.74,6.6,6.35,0,0,999,sa658554
Danny Garcia,Mariners,0,0,6.19,0,0,0,1,1,1,0,0,0,1.69,4.41,4.49,6.35,0,0,999,sa872723
Carlos Balboa,,0,0,6.31,0,0,0,1,1,1,0,1,1,1.71,5.25,4.93,6.35,0,0,999,sa742180
Chase Edwards,Tigers,0,0,6.32,0,0,0,1,1,1,0,0,1,1.77,4.16,5.08,6.35,0,0,999,sa738336
Alex Webb,Reds,0,0,6.3,0,0,0,1,1,1,0,1,1,1.7,5.49,4.79,6.35,0,0,999,sa876242
Eddie Campbell,Mariners,0,0,6.15,0,0,0,1,1,1,0,1,1,1.8,5.34,6.05,6.36,0,0,999,sa550195
Brian Gilbert,Twins,0,0,6.22,0,1,0,1,1,1,0,1,1,1.92,5.55,7.17,6.36,0,0,999,sa707798
Kaleb Fontenot,Rangers,0,0,6.3,0,1,0,1,1,1,0,1,1,1.8,6.21,6.14,6.36,0,0,999,sa918472
Drasen Johnson,Rockies,0,0,6.62,0,0,0,1,1,1,0,0,1,1.79,4.48,4.7,6.36,0,0,999,sa875807
Felix Marte,Braves,0,0,6.15,0,1,0,1,1,1,0,1,1,1.94,6.59,7.91,6.36,0,0,999,sa506244
Sam Thoele,Rockies,0,0,6.47,0,1,0,1,1,1,0,1,1,1.86,6.22,6.4,6.36,0,0,999,sa875604
Juan Perez,Red Sox,0,0,6.48,0,0,0,1,1,1,0,0,1,1.83,4.09,5.46,6.36,0,0,999,sa917379
Josh Pennington,Brewers,0,0,6.53,0,0,0,1,1,1,0,1,1,1.8,5.95,5.63,6.36,0,0,999,sa829654
Lucas Humpal,Orioles,0,0,6.41,0,0,0,1,1,1,0,0,0,1.73,4.22,4.39,6.36,0,0,999,sa876296
Cody Hamlin,Yankees,0,0,6.19,0,1,0,1,1,1,0,1,1,1.8,5.44,5.84,6.36,0,0,999,sa877932
Tayler Saucedo,Blue Jays,0,0,6.24,0,0,0,1,1,1,0,1,1,1.77,4.86,5.43,6.36,0,0,999,sa875298
Tyler Linehan,Brewers,0,0,6.22,0,1,0,1,1,1,0,1,1,1.94,6.06,7.32,6.36,0,0,999,sa549132
Jake Burnette,Pirates,0,0,6.22,0,1,0,1,1,1,0,1,1,1.95,6.43,7.87,6.36,0,0,999,sa598012
Jeremy Kivel,Reds,0,0,6.04,0,1,0,1,1,1,0,1,1,1.92,7.34,8.06,6.36,0,0,999,sa658152
Jonathan Hernandez,Rangers,0,1,6.44,2,2,0,9,11,7,2,6,6,1.79,5.43,5.54,6.36,-0.1,-0.1,999,sa737482
Fernando Irazoqui,,0,0,6.23,0,1,0,1,1,1,0,1,1,1.77,4.9,5.45,6.36,0,0,999,sa880807
Tyler Smith,Rangers,0,0,6.51,0,0,0,1,1,1,0,1,1,1.72,5.3,4.74,6.36,0,0,999,sa658490
Alec Kenilvort,Brewers,0,0,6.42,0,1,0,1,1,1,0,1,1,1.87,6.52,6.73,6.36,0,0,999,sa829194
Johan Juan,Rangers,0,0,6.38,0,1,0,1,1,1,0,1,1,1.79,5.49,5.58,6.36,0,0,999,sa741938
Sam Long,Rays,0,0,5.91,0,1,0,1,1,1,0,1,1,1.89,5.81,7.33,6.36,0,0,999,sa918455
Tripp Davis,Royals,0,0,6.16,0,1,0,1,1,1,0,1,1,1.88,5.24,6.77,6.36,0,0,999,sa739650
Adrian Almeida,Angels,0,0,5.71,0,1,0,1,1,1,0,1,1,1.92,6.27,8.12,6.36,0,0,999,sa658087
Mark Biggs,Blue Jays,0,0,6.29,0,1,0,1,1,1,0,1,1,1.84,5.26,6.25,6.37,0,0,999,sa598113
Dalbert Siri,Indians,0,0,6.09,0,1,0,1,1,1,0,1,1,1.86,7.08,7.46,6.37,0,0,999,sa873148
Manuel Rondon,Cubs,0,0,6.01,0,0,0,1,1,1,0,1,1,1.84,5.64,6.69,6.37,0,0,999,sa737083
Evan Hill,Tigers,0,0,6.02,0,1,0,1,1,1,0,1,1,1.89,5.96,7.32,6.37,0,0,999,sa856272
Emmanuel Clase,Padres,0,0,6.27,0,0,0,1,1,1,0,1,1,1.86,5.45,6.58,6.37,0,0,999,sa873427
Blake Shouse,Rockies,0,0,6.5,0,1,0,1,1,1,0,1,1,1.93,5.37,6.61,6.37,0,0,999,sa737810
Will Stewart,Phillies,0,0,6.08,0,0,0,1,1,1,0,1,1,1.89,5.22,6.78,6.37,0,0,999,sa875247
Ronnie Glenn,Angels,0,0,5.84,0,1,0,1,1,1,0,1,1,1.85,4.91,6.77,6.37,0,0,999,sa857607
Cristian Javier,Astros,0,0,6.36,0,0,0,1,1,1,0,1,1,1.7,6.97,5.49,6.37,0,0,999,sa874816
Juan Torres,Diamondbacks,0,0,6.27,0,1,0,1,1,1,0,1,1,1.92,5.97,7.37,6.37,0,0,999,sa659946
Josh Walker,Orioles,0,0,6.39,0,0,0,1,1,1,0,1,0,1.64,4.65,3.72,6.38,0,0,999,sa709577
Sebastian Vader,Orioles,0,0,6.43,0,0,0,1,1,1,0,1,1,1.72,4.88,4.56,6.38,0,0,999,sa549374
Luis Ortega,Brewers,0,0,6.4,0,0,0,1,1,1,0,1,1,1.86,5.84,6.29,6.38,0,0,999,sa657901
Milton Gomez,Brewers,0,0,6.5,0,0,0,1,1,1,0,1,1,1.88,5.07,6.05,6.38,0,0,999,sa597280
Cristian Quintin,Rockies,0,0,6.53,0,1,0,1,1,1,0,1,1,1.87,6.02,6.37,6.38,0,0,999,sa597081
Zac Lowther,Orioles,0,0,6.29,0,0,0,1,1,1,0,1,1,1.79,5.49,5.68,6.38,0,0,999,sa915645
Luis Morales,Phillies,0,0,6.22,0,1,0,1,1,1,0,1,1,1.84,5.84,6.47,6.38,0,0,999,sa546523
Alex Luna,Royals,0,0,6.46,0,0,0,1,1,1,0,0,1,1.8,3.87,5.12,6.39,0,0,999,sa875276
Yoiber Marquina,Indians,0,0,6.17,0,1,0,1,1,1,0,1,1,1.83,6.47,6.88,6.39,0,0,999,sa737061
Sidney Duprey,Giants,0,0,6.11,0,0,0,1,1,1,0,1,1,1.87,4.54,6.61,6.39,0,0,999,sa918933
Conor Fisk,Blue Jays,0,0,6.42,0,0,0,1,1,1,0,1,0,1.61,4.83,3.63,6.39,0,0,999,sa549950
Howie Brey,Astros,0,0,6.19,0,1,0,1,1,1,0,1,1,1.82,6.55,6.61,6.39,0,0,999,sa918740
Daniel Concepcion,Royals,0,0,6.39,0,1,0,1,1,1,0,1,1,1.8,4.76,5.63,6.39,0,0,999,sa875591
Cruz Guevara,Royals,0,0,6.14,0,1,0,1,1,1,0,1,1,1.91,5.33,7.12,6.39,0,0,999,sa597626
Yosmer Solorzano,White Sox,0,0,6.32,0,0,0,1,1,1,0,1,1,1.78,4.75,5.34,6.39,0,0,999,sa877527
Alejandro Chavarria,,0,0,6.28,0,1,0,1,1,1,0,1,1,1.81,5.72,6.18,6.39,0,0,999,sa977121
Peter Fairbanks,Rangers,0,0,6.41,0,1,0,1,1,1,0,1,1,1.79,5.2,5.48,6.39,0,0,999,sa827454
Matthew Grimes,Orioles,0,0,6.4,0,0,0,1,1,1,0,1,0,1.62,5.05,3.66,6.39,0,0,999,sa548289
Mike Bunal,Rockies,0,0,6.5,0,1,0,1,1,1,0,1,1,1.93,6.08,7.01,6.4,0,0,999,sa918362
Michael Matuella,Rangers,0,0,6.5,0,0,0,1,1,1,0,1,1,1.78,4.62,5.07,6.4,0,0,999,sa827490
Shane Sawczak,Marlins,0,0,6.11,0,1,0,1,1,1,0,1,1,1.95,6.31,7.99,6.4,0,0,999,sa918400
Jorge Guzman,Yankees,0,0,6.3,0,0,0,1,1,1,0,1,1,1.8,5.53,5.87,6.4,0,0,999,sa872759
Argenis Rodriguez,Rangers,0,0,6.4,0,1,0,1,1,1,0,1,1,1.81,5.07,5.63,6.4,0,0,999,sa737483
Ricardo Smith,Reds,0,0,6.28,0,0,0,1,1,1,0,1,1,1.78,5.2,5.58,6.4,0,0,999,sa872465
Francisco Felix,,0,0,6.4,0,0,0,1,1,1,0,1,1,1.71,4.97,4.73,6.4,0,0,999,sa323427
Connor Bach,Marlins,0,0,6.07,0,1,0,1,1,1,0,1,1,1.96,6.92,8.45,6.4,0,0,999,sa829289
Edgar Osuna,,0,0,6.23,0,0,0,1,1,1,0,1,0,1.65,4.84,4.25,6.4,0,0,999,sa328973
Jhonatan German,Nationals,0,0,6.33,0,0,0,1,1,1,0,1,1,1.89,4.98,6.52,6.4,0,0,999,sa883710
Felix Taveras,Nationals,0,0,6.17,0,1,0,1,1,1,0,1,1,1.95,6.11,7.73,6.4,0,0,999,sa872777
Andrew Jordan,Reds,0,0,6.32,0,0,0,1,1,1,0,1,1,1.7,5.78,5,6.4,0,0,999,sa875613
Jorge Soto,,0,0,6.31,0,1,0,1,1,1,0,1,1,1.74,5.22,5.26,6.41,0,0,999,sa654490
Alvaro Seijas,Cardinals,0,0,6.4,0,0,0,1,1,1,0,1,1,1.85,4.67,6.02,6.41,0,0,999,sa861440
Jorge Alcala,Astros,0,0,6.38,0,0,0,1,1,1,0,1,1,1.74,5.92,5.46,6.41,0,0,999,sa873325
Reid Anderson,Rangers,0,0,6.46,0,0,0,1,1,1,0,0,1,1.88,4.3,5.94,6.41,0,0,999,sa918378
Matt Manning,Tigers,0,0,6.35,0,0,0,1,1,1,0,1,1,1.77,5.64,5.75,6.41,0,0,999,sa917924
Jose Chacin,Dodgers,0,0,6.19,0,0,0,1,1,1,0,1,1,1.79,5.02,5.85,6.41,0,0,999,sa917323
Ty Damron,Athletics,0,0,6.28,0,1,0,1,1,1,0,1,1,1.85,5.29,6.39,6.41,0,0,999,sa738284
Braxton Lorenzini,,0,0,6.25,0,1,0,1,1,1,0,1,1,1.88,6.05,7.08,6.41,0,0,999,sa876106
Luis Rosario,,0,0,6.39,0,0,0,1,1,1,0,0,1,1.76,4.25,4.89,6.41,0,0,999,sa827956
Cristian Castillo,Royals,0,0,6.26,0,0,0,1,1,1,0,1,0,1.65,4.64,4.34,6.41,0,0,999,sa872742
Yordys Alejo,Athletics,0,0,6.37,0,1,0,1,1,1,0,1,1,1.86,5.05,6.3,6.41,0,0,999,sa599357
Matias Carrillo,,0,0,6.22,0,1,0,1,1,1,0,1,1,1.77,4.57,5.3,6.41,0,0,999,sa393223
Daniel McGrath,Red Sox,0,0,6.21,0,0,0,1,1,1,0,1,1,1.75,5.99,5.97,6.42,0,0,999,sa739598
Steven Farinaro,Cardinals,0,0,6.35,0,0,0,1,1,1,0,1,1,1.81,4.51,5.65,6.42,0,0,999,sa737934
Kyle Wilcox,Mariners,0,0,6.11,0,1,0,1,1,1,0,1,1,1.94,6.85,8.15,6.42,0,0,999,sa857699
Michael Rishwain,Nationals,0,0,6.27,0,1,0,1,1,1,0,1,1,1.92,4.85,6.81,6.42,0,0,999,sa918542
Porter Clayton,Rays,0,0,6.02,0,1,0,1,1,1,0,1,1,1.85,4.67,6.38,6.42,0,0,999,sa829286
Ariel Gracia,,0,0,6.16,0,0,0,1,1,1,0,1,1,1.89,4.89,6.67,6.42,0,0,999,sa657629
David Lucroy,Brewers,0,0,6.45,0,1,0,1,1,1,0,1,1,1.87,6.37,6.73,6.42,0,0,999,sa602432
Adrian Navas,Rays,0,0,6.25,0,0,0,1,1,1,0,1,1,1.71,5.34,5.25,6.43,0,0,999,sa735851
Agapito Barrios,Astros,0,0,6.47,0,0,0,1,1,1,0,1,1,1.7,5.16,4.59,6.43,0,0,999,sa597075
Greg Tomchick,Cardinals,0,0,6.3,0,1,0,1,1,1,0,1,1,1.87,5.34,6.61,6.43,0,0,999,sa875868
Francisco Gonzalez,Braves,0,0,6.28,0,1,0,1,1,1,0,1,1,1.9,6.26,7.35,6.43,0,0,999,sa657929
Jay Flaa,Orioles,0,0,6.27,0,1,0,1,1,1,0,1,1,1.82,7.25,6.86,6.43,0,0,999,sa875184
Tyler Erwin,Orioles,0,0,6.18,0,1,0,1,1,1,0,1,1,1.84,5.31,6.24,6.43,0,0,999,sa918535
Franderlin Romero,Orioles,0,0,6.33,0,1,0,1,1,1,0,1,1,1.7,5.12,4.65,6.43,0,0,999,sa546503
Gerson Garabito,Royals,0,0,6.47,0,0,0,1,1,1,0,1,1,1.75,4.83,5.16,6.43,0,0,999,sa737361
Kevin Escorcia,White Sox,0,0,6.02,0,1,0,1,1,1,0,1,1,1.95,6.82,8.15,6.43,0,0,999,sa737256
Jordan Romano,Blue Jays,0,0,6.42,0,0,0,1,1,1,0,1,1,1.68,5.95,4.94,6.43,0,0,999,sa829155
Nicholas Economos,Pirates,0,0,6.37,0,1,0,1,1,1,0,1,1,1.89,5.51,6.81,6.43,0,0,999,sa875301
Enmanuel Solano,Cardinals,0,0,6.36,0,0,0,1,1,1,0,0,1,1.88,4.3,6.21,6.44,0,0,999,sa921578
Chris Kohler,,0,0,6.28,0,0,0,1,1,1,0,0,1,1.82,4.49,5.76,6.44,0,0,999,sa737691
Dilmer Mejia,Braves,0,0,6.27,0,0,0,1,1,1,0,1,1,1.86,5.08,6.43,6.44,0,0,999,sa828518
Adam Whitt,Astros,0,0,6.29,0,1,0,1,1,1,0,1,1,1.84,5.53,6.42,6.44,0,0,999,sa857575
Christian James,Mets,0,0,6.37,0,0,0,1,1,1,0,1,1,1.87,5.02,6.33,6.44,0,0,999,sa918327
Endrys Briceno,Tigers,0,0,6.3,0,1,0,1,1,1,0,1,1,1.74,4.62,5.16,6.44,0,0,999,sa505062
Chris McDonald,Pirates,0,0,6.35,0,1,0,1,1,1,0,1,1,1.97,4.97,7.35,6.44,0,0,999,sa921551
Alejandro Castro,Mets,0,0,6.21,0,1,0,1,1,1,0,1,1,1.92,5.44,7.18,6.44,0,0,999,sa878067
Calvin Rayburn,Phillies,0,0,6.24,0,1,0,1,1,1,0,1,1,1.89,5.73,6.97,6.44,0,0,999,sa829195
Cody Sedlock,Orioles,0,0,6.48,0,0,0,1,1,1,0,1,1,1.77,4.68,4.95,6.44,0,0,999,sa874042
Breiling Eusebio,Rockies,0,0,6.55,0,0,0,1,1,1,0,1,1,1.84,5.14,5.71,6.44,0,0,999,sa828552
Nelson Leon,Mets,0,0,6.35,0,0,0,1,1,1,0,1,1,1.83,4.57,5.83,6.45,0,0,999,sa828241
Cameron Palmer,Dodgers,0,0,6.15,0,1,0,1,1,1,0,1,1,1.87,6.61,7.33,6.45,0,0,999,sa875410
Delvin Capellan,Royals,0,0,6.46,0,0,0,1,1,1,0,0,1,1.78,4.22,5.26,6.45,0,0,999,sa3002996
Tyler Keele,Diamondbacks,0,0,6.5,0,0,0,1,1,1,0,1,1,1.8,5.34,5.77,6.45,0,0,999,sa918336
Ismel Lopez,Rangers,0,0,6.33,0,1,0,1,1,1,0,1,1,1.92,5.7,7.14,6.45,0,0,999,sa828485
Carlos Herrera,Brewers,0,0,6.58,0,0,0,1,1,1,0,1,1,1.77,5.65,5.29,6.45,0,0,999,sa873309
Brandon Bingel,Pirates,0,0,6.35,0,1,0,1,1,1,0,1,1,1.95,5.05,7.15,6.45,0,0,999,sa918517
Jean Carlos Mejia,Indians,0,0,6.22,0,1,0,1,1,1,0,1,1,1.89,5.37,6.93,6.45,0,0,999,sa830122
Armando Bastardo,Rays,0,0,6.28,0,0,0,1,1,1,0,1,1,1.8,4.58,5.72,6.45,0,0,999,sa656035
Brady Muller,Diamondbacks,0,0,6.39,0,0,0,1,1,1,0,1,1,1.85,4.61,5.95,6.45,0,0,999,sa3002824
Orlandy Navarro,Dodgers,0,0,6.23,0,0,0,1,1,1,0,1,1,1.83,5.01,6.18,6.45,0,0,999,sa917830
Denyi Reyes,Red Sox,0,0,6.43,0,1,0,1,1,1,0,1,1,1.78,4.87,5.49,6.45,0,0,999,sa872864
Jhon Morban,Yankees,0,0,6.41,0,0,0,1,1,1,0,1,1,1.72,5.31,4.88,6.46,0,0,999,sa737239
Andrew Summerville,Cardinals,0,0,6.28,0,0,0,1,1,1,0,1,1,1.87,5.06,6.56,6.46,0,0,999,sa829686
Rayan Hernandez,Giants,0,0,6.14,0,1,0,1,1,1,0,1,1,1.94,5.51,7.77,6.46,0,0,999,sa738950
M.T. Minacci,Cubs,0,0,6.09,0,1,0,1,1,1,0,1,1,1.96,5.29,7.71,6.46,0,0,999,sa738207
Rafael Gomez,,0,0,6.42,0,0,0,1,1,1,0,1,1,1.87,4.56,6.15,6.46,0,0,999,sa925013
Palmer Betts,Diamondbacks,0,0,6.45,0,0,0,1,1,1,0,1,1,1.87,5.54,6.6,6.46,0,0,999,sa829741
Tim Viehoff,Mariners,0,0,6.21,0,0,0,1,1,1,0,1,1,1.79,5.57,6.06,6.46,0,0,999,sa918261
Greg Weissert,Yankees,0,0,6.23,0,1,0,1,1,1,0,1,1,1.86,6.24,6.91,6.46,0,0,999,sa918484
Luis Ledo,White Sox,0,0,6.31,0,1,0,1,1,1,0,1,1,1.86,5.56,6.53,6.46,0,0,999,sa740812
Rafael Gomez,,0,0,6.42,0,0,0,1,1,1,0,0,1,1.87,4.28,6.04,6.46,0,0,999,sa923902
Carlos Pena,Nationals,0,0,6.37,0,0,0,1,1,1,0,1,1,1.78,5.08,5.57,6.47,0,0,999,sa879441
Joaquin De La Cruz,,0,0,6.38,0,0,0,1,1,1,0,1,1,1.88,4.74,6.38,6.47,0,0,999,sa739539
Daniel Lewis,Cubs,0,0,6.16,0,1,0,1,1,1,0,1,1,1.86,6.08,7.09,6.47,0,0,999,sa837842
Sal Mendez,Rangers,0,0,6.39,0,0,0,1,1,1,0,0,1,1.81,4.49,5.49,6.47,0,0,999,sa739012
Jared Oliver,Red Sox,0,0,6.41,0,1,0,1,1,1,0,1,1,1.92,6.36,7.53,6.47,0,0,999,sa918600
Alec Grosser,Braves,0,0,6.23,0,1,0,1,1,1,0,1,1,1.99,5.95,8.12,6.47,0,0,999,sa737942
Alexander Vargas,Yankees,0,0,6.41,0,0,0,1,1,1,0,0,0,1.7,4.45,4.31,6.47,0,0,999,sa835895
Reimin Ramos,Rays,0,0,6.17,0,1,0,1,1,1,0,1,1,1.84,5.56,6.7,6.47,0,0,999,sa875857
Willy Ortiz,Rays,0,0,6.27,0,0,0,1,1,1,0,1,1,1.73,4.53,5.12,6.47,0,0,999,sa701548
Brian Bayliss,Royals,0,0,6.42,0,1,0,1,1,1,0,1,1,1.85,5.11,6.31,6.48,0,0,999,sa875774
Grayson Jones,Braves,0,0,6.29,0,1,0,1,1,1,0,1,1,1.96,5.64,7.63,6.48,0,0,999,sa829335
Edwin Uceta,Dodgers,0,0,6.34,0,0,0,1,1,1,0,1,1,1.78,5.01,5.58,6.48,0,0,999,sa921576
Robbie Gordon,Cardinals,0,0,6.33,0,1,0,1,1,1,0,1,1,1.93,6.17,7.54,6.48,0,0,999,sa918958
Randy Valladares,Indians,0,0,6.08,0,1,0,1,1,1,0,1,1,1.93,5.43,7.44,6.48,0,0,999,sa830278
Oscar Verdugo,,0,0,6.37,0,1,0,1,1,1,0,1,1,1.8,5.21,5.83,6.48,0,0,999,sa504951
Shane Dawson,Blue Jays,0,0,6.33,0,0,0,1,1,1,0,1,0,1.65,5.18,4.42,6.48,0,0,999,sa658332
Kevin Johnson,Athletics,0,0,6.53,0,0,0,1,1,1,0,0,1,1.82,4.22,5.44,6.48,0,0,999,sa658842
Moises Nova,Reds,0,0,6.26,0,1,0,1,1,1,0,1,1,1.85,6.83,7.01,6.48,0,0,999,sa873434
Colton Davis,Twins,0,0,6.4,0,1,0,1,1,1,0,1,1,1.87,5.73,6.74,6.48,0,0,999,sa918579
Cristian Mota,Pirates,0,0,6.21,0,1,0,1,1,1,0,1,1,2.02,5.03,7.95,6.49,0,0,999,sa828970
Abel Amaya,,0,0,6.41,0,0,0,1,1,1,0,1,0,1.68,4.65,4.41,6.49,0,0,999,sa731460
Jonathan Padilla,Yankees,0,0,6.41,0,0,0,1,1,1,0,1,1,1.76,4.95,5.17,6.49,0,0,999,sa830225
Kyle Muller,Braves,0,0,6.31,0,0,0,1,1,1,0,1,1,1.92,5.43,7.12,6.49,0,0,999,sa917931
Dioscar Romero,Red Sox,0,0,6.41,0,1,0,1,1,1,0,1,1,1.86,5.52,6.65,6.49,0,0,999,sa657507
Yonathan Ramirez,Nationals,0,0,6.33,0,0,0,1,1,1,0,0,1,1.75,4.4,4.97,6.49,0,0,999,sa830645
Enrique De Los Rios,Cubs,0,0,6.26,0,0,0,1,1,1,0,1,1,1.88,5.32,6.86,6.49,0,0,999,sa737281
Alan Garcia,,0,0,6.41,0,1,0,1,1,1,0,1,1,1.85,5.83,6.54,6.49,0,0,999,sa599541
Jorge Cespedes,Mets,0,0,6.41,0,0,0,1,1,1,0,1,1,1.86,4.54,6.1,6.49,0,0,999,sa658209
Aaron Fossas,Reds,0,0,6.37,0,1,0,1,1,1,0,1,1,1.78,5.92,5.82,6.5,0,0,999,sa919827
Omar Espinoza,,0,0,6.39,0,1,0,1,1,1,0,1,1,1.78,5.87,5.92,6.5,0,0,999,sa653697
Francis Ventura,Cardinals,0,0,6.43,0,0,0,1,1,1,0,0,1,1.91,4.24,6.5,6.5,0,0,999,sa917670
Matt Pope,Giants,0,0,6.14,0,1,0,1,1,1,0,1,1,2.01,5.69,8.49,6.5,0,0,999,sa659258
Noel Gonzalez,Cardinals,0,0,6.3,0,1,0,1,1,1,0,1,1,1.97,5.66,7.76,6.5,0,0,999,sa918675
Felix Bautista,,0,0,6.43,0,0,0,1,1,1,0,1,1,1.88,4.81,6.4,6.5,0,0,999,sa737480
Sergio Sierra,,0,0,6.46,0,0,0,1,1,1,0,1,0,1.68,4.98,4.5,6.5,0,0,999,sa826043
Domenick Carlini,Twins,0,0,6.46,0,0,0,1,1,1,0,0,1,1.78,4.45,5.14,6.5,0,0,999,sa918467
Angel Perdomo,Blue Jays,0,0,6.3,0,0,0,1,1,1,0,1,1,1.76,6.13,6.09,6.51,0,0,999,sa658084
Orlando Romero,Rays,0,0,6.17,0,1,0,1,1,1,0,1,1,1.9,5.95,7.44,6.51,0,0,999,sa827251
Jordan Desguin,Brewers,0,0,6.59,0,0,0,1,1,1,0,1,1,1.74,5.63,5,6.51,0,0,999,sa876259
Riley Pint,Rockies,0,0,6.64,0,0,0,1,1,1,0,1,1,1.98,5.29,7.17,6.51,0,0,999,sa917922
Miguel Ramirez,Mets,0,0,6.4,0,0,0,1,1,1,0,1,1,1.85,4.7,6.05,6.51,0,0,999,sa917500
Junior Morillo,Reds,0,0,6.37,0,0,0,1,1,1,0,1,1,1.74,4.85,4.87,6.51,0,0,999,sa506282
Brandon McNitt,Astros,0,0,6.6,0,0,0,1,1,1,0,1,1,1.79,4.9,5.31,6.51,0,0,999,sa708439
Juan Herrera,Dodgers,0,0,6.27,0,0,0,1,1,1,0,1,1,1.82,5.11,6.19,6.51,0,0,999,sa833640
David Hess,Orioles,0,0,6.43,0,0,0,1,1,1,0,1,0,1.6,5.76,3.9,6.51,0,0,999,sa829314
Ivan Maldonado,,0,0,6.43,0,0,0,1,1,1,0,0,0,1.71,4.15,4.45,6.51,0,0,999,sa202276
Jaison Vilera,Mets,0,0,6.43,0,0,0,1,1,1,0,1,1,1.87,4.98,6.39,6.51,0,0,999,sa917752
Pedro Zorrilla,Diamondbacks,0,0,6.41,0,0,0,1,1,1,0,0,1,1.81,4.01,5.37,6.51,0,0,999,sa917665
Ofreidy Gomez,Royals,0,0,6.55,0,0,0,1,1,1,0,0,1,1.8,4.35,5.44,6.51,0,0,999,sa737451
Alexis Portillo,,0,0,6.38,0,0,0,1,1,1,0,1,1,1.78,5.11,5.63,6.51,0,0,999,sa3001065
James Lomangino,Rockies,0,0,6.72,0,1,0,1,1,1,0,1,1,1.87,5.81,6.17,6.51,0,0,999,sa621661
Juan Hernandez,Diamondbacks,0,0,6.52,0,0,0,1,1,1,0,1,1,1.83,4.95,5.97,6.51,0,0,999,sa917316
Noel De Jesus,Cardinals,0,0,6.43,0,0,0,1,1,1,0,0,1,1.89,4.38,6.33,6.52,0,0,999,sa879105
Nick White,Marlins,0,0,6.52,0,0,0,1,1,1,0,1,1,1.95,5.04,7.23,6.52,0,0,999,sa829002
Javier Palacios,Rockies,0,0,6.75,0,1,0,1,1,1,0,1,1,1.81,4.85,5.03,6.52,0,0,999,sa597688
Dillon Drabble,Royals,0,0,6.59,0,0,0,1,1,1,0,0,1,1.88,3.68,5.81,6.52,0,0,999,sa918385
Kevin Ferreras,,0,0,6.25,0,1,0,1,1,1,0,1,1,1.91,5.12,6.9,6.52,0,0,999,sa597439
German Taveras,Red Sox,0,0,6.58,0,1,0,1,1,1,0,1,1,1.87,5.59,6.54,6.52,0,0,999,sa599887
